price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
19000,,chevrolet camaro,like new,8,gas,24000.0,automatic,coupe,,,2019-03-21,7
15999,2007.0,ram 1500,excellent,8,gas,74055.0,automatic,truck,blue,1.0,2018-10-05,101
2900,2008.0,chevrolet malibu,good,6,gas,105000.0,automatic,sedan,brown,,2019-01-30,64
1250,2002.0,ford explorer,fair,6,gas,172000.0,automatic,SUV,red,1.0,2018-09-30,42
5995,2013.0,nissan altima,good,4,gas,,automatic,other,black,,2018-08-16,57
8000,2007.0,gmc sierra,good,8,gas,186000.0,automatic,truck,,,2018-05-28,37
21999,2013.0,ford mustang,good,8,gas,42929.0,manual,other,,,2018-09-28,30
10950,2005.0,ford f-250 super duty,good,8,diesel,247355.0,automatic,truck,custom,1.0,2018-05-28,11
15500,2014.0,ram 1500,good,8,gas,68969.0,automatic,pickup,black,1.0,2018-06-21,31
4499,2007.0,nissan altima,excellent,4,gas,130000.0,automatic,sedan,silver,,2019-03-28,74
7900,2011.0,jeep liberty,like new,6,gas,89000.0,automatic,SUV,grey,1.0,2019-02-08,29
12999,2017.0,nissan altima,like new,4,gas,52480.0,automatic,sedan,,,2019-01-22,39
4995,2008.0,volkswagen jetta,excellent,5,gas,97000.0,automatic,sedan,silver,,2019-01-05,25
7900,2009.0,toyota camry,excellent,4,gas,64000.0,automatic,sedan,white,,2018-06-26,22
6895,2012.0,toyota corolla,like new,4,gas,,automatic,sedan,red,,2018-05-28,28
16000,2010.0,ford f-150,excellent,8,gas,80000.0,automatic,pickup,blue,1.0,2018-12-19,13
1300,2004.0,chevrolet trailblazer,good,6,gas,,automatic,SUV,grey,,2018-07-29,19
19895,2015.0,jeep wrangler unlimited,good,6,gas,,automatic,SUV,green,1.0,2018-07-15,34
3500,1998.0,ram 2500,fair,8,gas,118000.0,automatic,truck,green,1.0,2019-02-17,98
4800,,chevrolet suburban,good,8,gas,220000.0,automatic,SUV,,1.0,2018-11-13,55
4000,2001.0,chevrolet camaro,good,6,gas,119000.0,automatic,convertible,red,,2019-04-18,47
1200,2004.0,honda pilot,fair,6,gas,225000.0,automatic,SUV,red,,2019-03-22,25
12000,2014.0,honda civic lx,like new,4,gas,32000.0,automatic,sedan,brown,,2019-02-03,13
4350,2008.0,jeep grand cherokee,excellent,,gas,185.0,automatic,SUV,black,1.0,2019-01-09,12
2600,,hyundai sonata,excellent,6,gas,160.0,automatic,sedan,silver,,2018-12-31,72
3900,2003.0,dodge dakota,excellent,6,gas,70000.0,automatic,pickup,blue,,2018-12-13,5
13499,2014.0,jeep grand cherokee,excellent,6,gas,126637.0,automatic,SUV,black,1.0,2018-11-22,34
2300,2000.0,ford f-150,fair,8,gas,146000.0,automatic,pickup,black,1.0,2018-10-29,65
9000,2003.0,ram 1500,excellent,8,gas,104000.0,automatic,truck,grey,1.0,2018-08-13,11
2699,2001.0,hyundai santa fe,like new,6,gas,146000.0,automatic,SUV,red,,2019-03-27,22
6999,2009.0,toyota tacoma,like new,,gas,120.0,manual,pickup,,1.0,2019-04-12,10
8200,2008.0,ford f250,good,8,gas,121000.0,automatic,pickup,black,1.0,2018-12-04,38
9000,2009.0,cadillac escalade,excellent,8,gas,173000.0,automatic,SUV,white,1.0,2018-10-07,46
9000,,cadillac escalade,excellent,8,gas,173000.0,automatic,SUV,white,1.0,2018-10-03,34
3500,,honda civic lx,excellent,4,gas,172000.0,automatic,sedan,blue,,2018-09-04,11
3500,2008.0,honda civic lx,excellent,4,gas,143000.0,automatic,sedan,black,,2018-05-30,25
10000,2006.0,ford f250 super duty,excellent,,diesel,150333.0,automatic,pickup,,1.0,2019-02-17,11
3400,2010.0,chevrolet impala,excellent,,gas,159000.0,automatic,sedan,,,2018-07-30,20
2200,1996.0,jeep cherokee,good,,gas,207000.0,automatic,SUV,red,1.0,2019-01-06,23
3500,2002.0,ford f-150,excellent,8,gas,104000.0,automatic,pickup,,1.0,2018-05-30,35
4899,2007.0,toyota camry,excellent,6,gas,156307.0,automatic,sedan,green,,2019-01-11,37
13495,2018.0,chevrolet equinox,excellent,,gas,84843.0,automatic,other,,1.0,2018-09-25,19
7500,2001.0,gmc sierra 1500,like new,8,gas,,automatic,pickup,red,1.0,2018-07-07,35
8500,2005.0,chevrolet silverado,excellent,8,gas,145000.0,automatic,pickup,white,1.0,2019-03-19,4
8995,2011.0,ford ranger,excellent,6,gas,129671.0,automatic,pickup,white,1.0,2019-03-27,164
8695,2013.0,dodge charger,excellent,6,gas,,automatic,sedan,,,2018-08-29,164
7495,2010.0,honda pilot,good,,gas,121020.0,automatic,other,brown,1.0,2018-10-25,70
4800,2007.0,honda odyssey,good,6,gas,152400.0,automatic,mini-van,,,2018-06-28,9
4950,2006.0,honda cr-v,good,4,gas,114350.0,automatic,other,black,,2018-06-07,19
4995,2006.0,chevrolet silverado 1500,good,,gas,116920.0,automatic,other,brown,,2019-02-06,19
20000,2013.0,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,silver,1.0,2018-07-28,31
6500,,honda accord,good,,gas,,automatic,sedan,black,,2018-08-28,9
13000,2015.0,jeep grand cherokee,excellent,6,gas,130000.0,automatic,SUV,black,1.0,2018-12-07,23
6500,2008.0,jeep wrangler,excellent,6,gas,150100.0,manual,SUV,red,1.0,2019-01-04,31
9500,,ram 2500,excellent,6,diesel,188900.0,automatic,pickup,black,1.0,2018-10-29,38
7300,2008.0,ford ranger,excellent,6,gas,92000.0,automatic,pickup,black,1.0,2018-11-14,8
9500,,nissan rogue,excellent,6,gas,77000.0,automatic,SUV,silver,1.0,2019-01-12,34
2995,2005.0,hyundai elantra,good,4,gas,85411.0,automatic,hatchback,,,2018-09-16,56
8895,2014.0,hyundai elantra,excellent,4,gas,83480.0,automatic,hatchback,white,,2019-01-17,24
20200,2018.0,nissan frontier crew cab sv,good,6,gas,49596.0,other,pickup,,1.0,2019-02-24,12
5000,2007.0,gmc sierra 1500,good,8,gas,117000.0,automatic,pickup,grey,,2019-02-17,83
2700,2000.0,toyota camry,good,4,gas,,automatic,sedan,,,2018-06-22,19
4800,2007.0,honda civic,excellent,4,gas,140000.0,automatic,sedan,black,,2018-06-02,13
19800,2015.0,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,,1.0,2019-02-12,56
3800,2006.0,subaru impreza,excellent,4,gas,116000.0,automatic,wagon,silver,1.0,2019-04-15,11
8450,2014.0,ford focus,excellent,4,gas,40522.0,automatic,sedan,,,2018-05-12,9
6000,2014.0,nissan sentra,like new,4,gas,89000.0,automatic,sedan,red,,2018-11-01,5
10995,2008.0,gmc sierra 1500,like new,8,gas,111000.0,automatic,truck,red,1.0,2018-12-04,13
6200,2014.0,ford taurus,excellent,6,gas,128000.0,automatic,sedan,silver,,2019-01-18,18
8995,2009.0,gmc yukon,like new,8,gas,129000.0,automatic,SUV,,1.0,2018-12-16,11
6995,2008.0,gmc sierra 1500,like new,8,gas,151000.0,automatic,truck,grey,1.0,2018-11-21,51
7995,2009.0,chevrolet silverado 1500,like new,8,gas,172000.0,automatic,truck,silver,1.0,2018-08-04,46
8995,,gmc sierra 2500hd,like new,,gas,181000.0,automatic,truck,red,1.0,2019-02-18,30
4500,2004.0,ram 1500,good,8,gas,,automatic,pickup,black,1.0,2018-09-22,6
5995,2007.0,chevrolet silverado 1500,good,6,gas,227000.0,automatic,truck,,1.0,2018-11-09,48
6995,2013.0,dodge charger,good,8,gas,179000.0,automatic,sedan,,,2018-11-19,24
9495,2014.0,ford explorer,good,6,gas,,automatic,SUV,,1.0,2019-01-04,21
4495,2008.0,ford taurus,good,6,gas,107501.0,automatic,sedan,black,,2018-05-30,71
5495,2008.0,ford taurus,good,6,gas,69000.0,automatic,sedan,silver,,2019-03-12,56
4995,2007.0,ford explorer,good,8,gas,225000.0,automatic,bus,white,,2018-11-02,7
5995,2008.0,acura tl,good,6,gas,94000.0,automatic,sedan,black,,2018-07-28,82
5995,2008.0,dodge grand caravan,good,,gas,,automatic,van,blue,,2018-11-29,20
15995,2015.0,ford explorer,good,6,gas,21222.0,automatic,other,,1.0,2018-10-10,42
7985,2008.0,jeep grand cherokee,excellent,6,gas,96283.0,automatic,SUV,silver,1.0,2019-02-01,27
21995,2017.0,toyota rav4,excellent,4,gas,44500.0,automatic,SUV,silver,1.0,2018-07-11,90
7500,1998.0,jeep wrangler,good,6,gas,137500.0,manual,offroad,green,1.0,2019-03-23,1
7499,2007.0,toyota camry,excellent,,gas,72982.0,automatic,sedan,silver,,2018-12-12,47
14799,,toyota 4runner,excellent,6,gas,127811.0,automatic,SUV,,1.0,2018-09-12,39
10799,2013.0,nissan rogue,excellent,4,gas,65488.0,automatic,SUV,,1.0,2018-06-23,12
9399,2012.0,subaru impreza,excellent,4,gas,,automatic,sedan,silver,1.0,2018-12-01,39
32500,2018.0,chevrolet silverado,new,8,gas,3396.0,automatic,pickup,silver,1.0,2018-10-09,31
8800,2006.0,chrysler 300,excellent,8,gas,150000.0,automatic,sedan,silver,,2018-09-15,38
5995,2007.0,toyota camry,good,4,gas,175876.0,automatic,sedan,grey,,2019-01-30,72
4995,2005.0,subaru impreza,excellent,4,gas,143412.0,automatic,sedan,blue,1.0,2019-03-24,107
4700,2008.0,honda accord,new,4,gas,147000.0,automatic,sedan,grey,,2019-03-22,42
3700,2010.0,nissan versa,excellent,4,gas,88000.0,automatic,sedan,silver,,2018-09-16,25
16500,2012.0,dodge charger,like new,8,gas,78000.0,automatic,sedan,,1.0,2019-04-17,19
19999,2012.0,ram 2500,excellent,6,diesel,154227.0,automatic,truck,,,2019-01-09,25
24100,2013.0,chevrolet silverado 1500 crew,good,8,gas,55315.0,other,pickup,white,1.0,2018-11-14,16
23999,2018.0,ford f-150,excellent,6,gas,18900.0,automatic,pickup,black,1.0,2019-02-27,18
12500,2015.0,ford f-150,excellent,6,gas,179658.0,automatic,pickup,white,,2018-06-28,57
8500,2002.0,gmc sierra,good,8,gas,123067.0,automatic,truck,,,2018-12-25,100
14500,2009.0,ford f350,excellent,8,diesel,226996.0,automatic,truck,white,,2018-09-10,9
16495,,cadillac escalade,excellent,8,gas,,automatic,SUV,brown,1.0,2019-01-15,63
4600,2009.0,toyota corolla,good,,gas,166000.0,automatic,sedan,grey,,2018-08-21,52
3500,,hyundai santa fe,excellent,6,gas,140000.0,automatic,SUV,grey,1.0,2019-03-30,52
22995,2017.0,subaru outback,excellent,4,gas,,automatic,SUV,blue,1.0,2018-12-21,17
11500,,chevrolet silverado,excellent,8,gas,,automatic,truck,white,1.0,2019-03-31,34
5500,2003.0,ram 2500,fair,8,gas,207000.0,automatic,truck,black,1.0,2018-12-04,120
2800,2001.0,ford f-150,excellent,,gas,180000.0,automatic,pickup,black,1.0,2018-10-10,15
5995,2013.0,nissan altima,good,4,gas,110547.0,automatic,other,black,,2018-10-02,33
24495,2017.0,subaru forester,excellent,4,gas,35213.0,automatic,SUV,grey,1.0,2018-10-07,22
3700,2000.0,ford f150,good,8,gas,,automatic,pickup,white,1.0,2019-03-25,19
14995,2015.0,chrysler 200,excellent,4,gas,,automatic,sedan,red,,2019-02-08,33
23895,2016.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,black,1.0,2018-11-25,48
9999,2006.0,chevrolet silverado 2500hd,good,8,gas,,automatic,truck,green,1.0,2019-01-30,58
15995,2016.0,ford edge,excellent,4,gas,106739.0,automatic,SUV,,1.0,2018-08-23,15
4995,2011.0,chevrolet colorado,good,,gas,105500.0,automatic,other,white,,2018-09-19,28
2500,1999.0,jeep cherokee,good,6,gas,253108.0,automatic,SUV,white,1.0,2019-01-29,45
3495,2005.0,jeep grand cherokee,good,8,gas,208712.0,automatic,SUV,red,1.0,2018-09-12,3
6995,1998.0,jeep wrangler,excellent,6,gas,158378.0,manual,SUV,red,1.0,2018-10-02,12
15895,2008.0,jeep wrangler,excellent,,gas,,automatic,SUV,black,1.0,2018-10-14,66
4900,2008.0,chevrolet malibu,excellent,4,gas,137000.0,automatic,sedan,,,2018-09-27,36
12900,2010.0,ford f-150,good,,gas,107636.0,automatic,pickup,black,1.0,2018-10-27,39
26000,2016.0,chevrolet silverado,excellent,8,gas,43000.0,automatic,truck,grey,1.0,2018-08-14,48
11995,2017.0,ford focus se,excellent,4,gas,,automatic,sedan,silver,,2018-07-31,21
27500,2017.0,ram 1500,good,8,gas,30394.0,automatic,truck,red,1.0,2018-07-13,79
10500,2012.0,toyota camry,good,4,gas,90999.0,automatic,sedan,black,,2019-01-26,6
17995,2014.0,jeep grand cherokee,good,6,gas,89852.0,automatic,SUV,black,1.0,2018-05-14,14
26995,2016.0,ram 1500,good,8,gas,83125.0,automatic,truck,black,1.0,2018-12-24,14
21075,2015.0,chevrolet colorado,good,6,gas,105616.0,automatic,truck,grey,1.0,2018-05-11,57
16995,2015.0,jeep cherokee,good,4,gas,65739.0,automatic,SUV,black,1.0,2018-08-08,22
11995,2014.0,dodge grand caravan,good,6,gas,76392.0,automatic,van,red,,2018-07-30,42
28760,2017.0,chevrolet silverado 1500,good,8,gas,51086.0,automatic,truck,black,1.0,2018-10-26,23
18995,2010.0,toyota tundra,good,8,gas,126578.0,automatic,truck,silver,1.0,2018-11-17,37
9995,2011.0,chevrolet camaro,good,6,gas,123618.0,automatic,convertible,red,,2018-11-01,68
12500,2010.0,ford f-150,excellent,8,gas,,automatic,pickup,white,,2018-10-01,11
23700,2019.0,nissan frontier crew cab sv,good,6,gas,12659.0,other,pickup,black,1.0,2019-01-05,45
15500,2017.0,chevrolet equinox,good,4,gas,70759.0,automatic,SUV,blue,1.0,2019-04-18,27
17200,2007.0,ram 3500,excellent,6,diesel,221360.0,automatic,truck,red,,2018-12-04,58
3800,2007.0,jeep grand cherokee,good,,gas,183000.0,automatic,SUV,grey,1.0,2018-08-19,8
15995,2014.0,jeep cherokee,good,4,gas,,automatic,SUV,black,1.0,2018-12-01,54
5900,2009.0,honda civic,excellent,4,gas,,automatic,sedan,grey,,2019-01-01,59
6500,2010.0,ford escape,excellent,6,gas,124000.0,automatic,SUV,grey,1.0,2018-06-17,22
6995,2011.0,chrysler 200,good,4,gas,86035.0,automatic,convertible,silver,,2018-07-05,5
3850,2005.0,jeep grand cherokee,good,8,gas,180000.0,automatic,SUV,green,1.0,2019-04-01,48
8000,2011.0,kia sorento,excellent,4,gas,122849.0,automatic,SUV,black,,2018-12-06,1
21250,2013.0,ram 1500,excellent,8,gas,63000.0,automatic,pickup,grey,1.0,2018-07-21,31
4350,2008.0,jeep grand cherokee,excellent,6,gas,185.0,automatic,SUV,black,1.0,2018-09-13,21
10500,2013.0,volkswagen passat,excellent,4,diesel,63458.0,automatic,sedan,blue,,2018-07-30,44
6400,2008.0,ford f-150,excellent,8,gas,,automatic,truck,white,,2018-08-30,17
8000,2010.0,buick enclave,excellent,6,gas,104.0,automatic,SUV,red,,2019-03-04,49
28995,2017.0,toyota tacoma,good,6,gas,,automatic,truck,white,1.0,2018-08-23,52
2450,1994.0,ford f350,good,8,gas,,automatic,truck,red,,2018-12-01,23
8750,,ford econoline,excellent,8,gas,105900.0,automatic,van,white,,2018-05-15,11
1999,2010.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,silver,,2018-10-25,76
5995,2012.0,volkswagen jetta,excellent,4,gas,,automatic,sedan,black,,2018-09-25,10
3995,,chevrolet suburban,good,8,gas,151673.0,automatic,SUV,,,2019-04-17,27
1500,2013.0,dodge charger,excellent,6,gas,164.0,automatic,sedan,grey,,2018-11-15,69
16495,,cadillac escalade,excellent,6,gas,91336.0,automatic,SUV,blue,1.0,2018-09-13,54
25950,2010.0,ford f350,excellent,8,diesel,103552.0,automatic,truck,white,1.0,2018-08-21,42
35000,2018.0,chevrolet silverado,excellent,8,gas,28200.0,automatic,truck,white,1.0,2019-02-07,35
5750,2006.0,nissan frontier,good,6,gas,162793.0,automatic,truck,black,,2019-03-23,27
3250,2004.0,honda accord,like new,6,gas,170000.0,automatic,sedan,silver,,2018-10-15,12
3800,2006.0,jeep grand cherokee,fair,6,gas,151900.0,automatic,SUV,,1.0,2018-08-20,8
4800,2010.0,chevrolet malibu,good,4,gas,107000.0,automatic,sedan,silver,,2019-02-26,56
18400,2013.0,toyota tundra,good,8,gas,75300.0,automatic,pickup,black,,2018-12-26,83
16395,2017.0,ford escape,excellent,4,gas,44227.0,automatic,SUV,blue,1.0,2019-02-09,55
3500,2006.0,chevrolet impala,like new,,gas,93000.0,automatic,sedan,,,2018-09-16,60
2700,2005.0,ram 1500,salvage,8,gas,221184.0,automatic,pickup,black,1.0,2018-05-15,34
12995,2007.0,chevrolet tahoe,good,8,gas,145129.0,automatic,SUV,silver,,2019-01-12,30
6450,2002.0,ford mustang,good,8,gas,133544.0,manual,convertible,black,,2018-10-14,4
7950,2014.0,ford escape,excellent,4,gas,,automatic,SUV,,,2018-07-28,7
44000,2018.0,ram 3500,excellent,6,diesel,16000.0,manual,truck,white,1.0,2018-07-28,26
9000,2010.0,buick enclave,excellent,6,gas,,automatic,SUV,black,,2019-04-08,37
16444,2017.0,nissan rogue,excellent,4,gas,48161.0,automatic,SUV,green,1.0,2018-10-26,38
4200,2006.0,ford fusion,like new,4,gas,70000.0,automatic,sedan,,,2018-07-09,43
26990,2015.0,chevrolet suburban,excellent,8,gas,115257.0,automatic,SUV,custom,1.0,2018-08-03,53
1600,2003.0,ford expedition,good,8,gas,203000.0,automatic,SUV,red,1.0,2018-06-17,48
6995,2016.0,ford focus,excellent,4,gas,86819.0,automatic,sedan,silver,,2018-06-12,38
3800,2012.0,nissan versa,good,4,gas,131400.0,automatic,sedan,,,2018-06-17,8
11500,1999.0,jeep wrangler,good,4,gas,123000.0,manual,convertible,green,1.0,2018-12-20,109
33900,2012.0,chevrolet suburban,good,8,gas,17312.0,automatic,SUV,black,1.0,2018-12-20,34
14000,,nissan maxima,like new,6,gas,29582.0,automatic,sedan,black,,2019-02-12,71
2500,,dodge grand caravan,good,6,gas,197000.0,automatic,SUV,white,,2018-11-23,52
1950,2003.0,ford ranger,good,6,gas,,automatic,pickup,white,1.0,2018-11-12,27
15250,2005.0,ford f350,excellent,8,diesel,147200.0,automatic,truck,red,1.0,2019-01-20,85
3850,1999.0,toyota 4runner,good,6,gas,200782.0,automatic,SUV,black,,2019-01-02,61
12900,2010.0,ford f-150,excellent,8,gas,194411.0,automatic,truck,red,1.0,2018-07-15,42
23995,2016.0,chevrolet silverado 1500,excellent,8,gas,93068.0,automatic,truck,black,1.0,2018-06-07,23
2995,2002.0,ford mustang,good,,gas,105178.0,automatic,coupe,red,,2019-03-15,33
21000,2015.0,jeep grand cherokee,like new,,gas,75000.0,automatic,hatchback,grey,,2018-10-05,12
4995,2010.0,ford focus se,excellent,,gas,106600.0,automatic,sedan,grey,,2018-08-26,10
8450,2014.0,ford focus,excellent,4,gas,40522.0,automatic,sedan,white,,2018-08-20,11
3900,2007.0,jeep liberty,like new,6,gas,144707.0,automatic,SUV,white,1.0,2018-11-23,42
6800,2010.0,nissan murano,good,6,gas,159000.0,automatic,SUV,white,,2018-06-14,6
4500,1998.0,ford f-250,good,6,gas,126760.0,automatic,truck,custom,,2018-06-16,47
5500,,hyundai elantra,excellent,4,gas,108500.0,automatic,sedan,silver,,2019-03-23,25
27800,2016.0,chevrolet silverado 1500,excellent,8,gas,23680.0,automatic,truck,black,1.0,2018-11-15,47
31900,2015.0,gmc sierra 1500,excellent,8,gas,58500.0,automatic,truck,black,1.0,2019-03-23,13
1400,2005.0,chevrolet impala,fair,4,gas,144000.0,automatic,sedan,white,,2019-04-03,30
44950,2016.0,ford f350 super duty,like new,,diesel,61578.0,automatic,pickup,black,1.0,2019-03-03,35
4995,2004.0,toyota tundra,fair,8,gas,264280.0,automatic,pickup,silver,1.0,2018-07-04,69
6200,2001.0,chevrolet silverado,good,8,diesel,365411.0,automatic,truck,black,1.0,2019-04-18,17
22975,2012.0,ram 2500,excellent,6,diesel,119546.0,automatic,pickup,white,1.0,2018-11-08,76
11800,2012.0,ford f-250,good,8,gas,146800.0,automatic,pickup,,1.0,2019-04-08,16
16995,2013.0,toyota highlander,excellent,6,gas,100806.0,automatic,SUV,black,1.0,2018-12-29,60
4800,2006.0,chevrolet suburban,excellent,,gas,218883.0,automatic,SUV,brown,,2019-04-12,50
5250,1995.0,jeep wrangler,good,4,gas,178679.0,manual,offroad,,1.0,2018-05-26,62
1695,,honda odyssey,good,,gas,318601.0,automatic,mini-van,red,,2018-08-27,27
5995,2013.0,kia soul,excellent,4,gas,119000.0,automatic,wagon,,,2018-12-19,92
4900,2006.0,chevrolet trailblazer,good,6,gas,149000.0,automatic,SUV,blue,1.0,2019-02-19,27
11495,2014.0,ford fusion se,excellent,4,gas,57647.0,automatic,sedan,silver,,2018-05-09,31
7400,2008.0,chevrolet silverado 2500hd,excellent,8,diesel,328753.0,automatic,truck,,,2018-08-04,37
17700,2006.0,ram 2500,excellent,6,diesel,144110.0,automatic,truck,red,1.0,2018-10-16,21
24700,2017.0,chevrolet traverse,excellent,6,gas,27792.0,automatic,SUV,silver,,2019-03-05,6
19990,2010.0,jeep wrangler,excellent,6,gas,,automatic,SUV,red,1.0,2018-07-09,54
13990,2016.0,kia soul,excellent,4,gas,,automatic,wagon,red,,2018-08-22,23
15900,2017.0,chevrolet cruze,excellent,4,gas,14563.0,automatic,sedan,red,,2018-08-18,16
16450,2017.0,chevrolet equinox,excellent,4,gas,,automatic,SUV,black,,2018-12-13,21
9490,,chevrolet cruze,excellent,4,gas,,automatic,sedan,red,,2018-09-22,55
12490,2014.0,chevrolet equinox,excellent,4,gas,60297.0,automatic,SUV,silver,,2018-08-15,40
13990,2015.0,chevrolet equinox,excellent,4,gas,,automatic,SUV,white,,2018-05-08,10
61885,2017.0,cadillac escalade,excellent,8,gas,,automatic,SUV,,1.0,2018-05-21,24
6995,2012.0,dodge grand caravan,good,6,gas,134113.0,automatic,van,black,,2019-04-05,16
20000,2014.0,ram 1500,like new,8,gas,63000.0,automatic,truck,black,,2018-05-04,8
9500,2004.0,ram 1500,excellent,8,gas,152000.0,automatic,truck,,1.0,2018-09-12,59
25995,2018.0,gmc acadia,excellent,6,gas,41322.0,automatic,SUV,silver,,2019-04-11,8
3500,2003.0,ford f-250,good,8,diesel,415500.0,automatic,truck,,1.0,2018-10-14,48
12,2018.0,nissan versa,new,4,gas,,automatic,sedan,silver,,2019-03-26,24
19995,2016.0,chevrolet silverado 1500,like new,8,gas,99000.0,automatic,pickup,black,,2018-10-19,73
4000,1993.0,ford f150,excellent,,gas,,automatic,truck,,1.0,2019-01-28,18
18000,2012.0,ford f-250 super duty,excellent,8,diesel,168000.0,automatic,pickup,white,1.0,2019-02-23,25
5500,2000.0,chevrolet silverado,good,8,gas,229.0,automatic,truck,white,,2019-04-12,48
12000,1999.0,ford f250 super duty,excellent,,diesel,205000.0,automatic,pickup,white,1.0,2018-05-09,21
6800,2006.0,ford f-250,good,8,diesel,291000.0,automatic,truck,,1.0,2018-09-14,9
25588,2015.0,toyota tacoma,like new,6,gas,71000.0,automatic,truck,,1.0,2018-11-15,40
22988,2017.0,chevrolet camaro,like new,6,gas,19732.0,manual,coupe,black,,2018-11-23,14
22988,,honda civic,like new,4,gas,3500.0,automatic,coupe,blue,,2018-06-12,56
54959,2018.0,chevrolet silverado 2500hd,like new,8,diesel,24500.0,automatic,truck,white,1.0,2019-02-01,39
32984,2015.0,chevrolet tahoe,excellent,8,gas,71000.0,automatic,SUV,black,1.0,2019-01-18,47
25956,2017.0,jeep wrangler,like new,6,gas,,automatic,SUV,,1.0,2018-08-16,46
19409,2014.0,chevrolet silverado,excellent,,gas,90980.0,automatic,truck,silver,1.0,2018-06-26,68
35988,2016.0,chevrolet silverado 3500hd,like new,8,diesel,95000.0,automatic,truck,white,1.0,2018-12-15,53
30487,2015.0,toyota tundra,like new,8,gas,52500.0,automatic,truck,silver,1.0,2019-03-26,14
59999,2019.0,chevrolet tahoe,like new,8,gas,5200.0,automatic,SUV,red,1.0,2019-02-13,12
30486,2015.0,toyota tundra,like new,8,gas,71000.0,automatic,truck,,1.0,2019-02-17,67
46267,2019.0,ford f-250,like new,8,diesel,1440.0,automatic,truck,,1.0,2019-04-11,13
39608,,chevrolet silverado 2500hd,like new,8,diesel,37392.0,automatic,truck,grey,1.0,2018-08-22,14
26588,2017.0,chevrolet traverse,like new,,gas,38000.0,automatic,SUV,black,,2019-01-14,23
26588,2014.0,chevrolet silverado,like new,8,gas,62464.0,automatic,truck,black,,2018-08-23,39
53988,2018.0,ram 3500,like new,6,diesel,23000.0,automatic,truck,,1.0,2018-08-25,79
3850,2009.0,subaru forester,excellent,4,gas,164000.0,automatic,wagon,brown,1.0,2018-09-07,14
27988,2015.0,toyota highlander,like new,6,gas,34000.0,automatic,SUV,white,,2018-05-29,33
700,2001.0,honda civic lx,fair,4,gas,186000.0,manual,sedan,silver,,2018-06-21,9
13588,2016.0,nissan altima,like new,4,gas,67000.0,automatic,sedan,black,,2018-06-15,16
35988,2019.0,chevrolet silverado,like new,8,gas,7000.0,automatic,truck,black,1.0,2019-02-01,116
23586,2016.0,ford edge,like new,6,gas,35000.0,automatic,SUV,white,1.0,2019-02-27,13
19500,2015.0,toyota tacoma,excellent,6,gas,78052.0,automatic,truck,silver,,2018-11-28,33
26588,2014.0,chevrolet silverado,like new,8,gas,62464.0,automatic,truck,black,,2019-03-19,27
23988,2015.0,jeep wrangler,like new,6,gas,77786.0,automatic,SUV,red,1.0,2018-07-08,40
25988,2016.0,chevrolet silverado,like new,,gas,54000.0,automatic,truck,grey,,2018-11-10,36
16588,2014.0,chevrolet silverado,like new,6,gas,68000.0,automatic,truck,brown,,2018-06-03,26
15988,2015.0,chevrolet equinox,like new,4,gas,24514.0,automatic,SUV,silver,,2018-08-22,64
14988,2010.0,toyota tundra,excellent,8,gas,190000.0,automatic,truck,silver,1.0,2019-01-05,21
10988,2007.0,chrysler 300,like new,8,gas,40000.0,automatic,sedan,white,,2018-05-08,50
11988,2012.0,ford mustang,like new,6,gas,88800.0,manual,coupe,red,,2019-04-17,48
32988,2016.0,chevrolet tahoe,like new,8,gas,74653.0,automatic,SUV,black,,2018-08-29,45
7988,2009.0,chevrolet trailblazer,excellent,6,gas,72800.0,automatic,SUV,white,,2018-11-11,50
14200,2007.0,chevrolet silverado 2500hd,good,8,diesel,235000.0,automatic,truck,white,1.0,2018-06-24,43
3500,2010.0,chevrolet impala,good,6,gas,91000.0,automatic,sedan,,,2019-01-27,13
1800,,ford focus se,good,4,gas,112000.0,automatic,sedan,,,2018-05-18,52
6995,2010.0,ford f-150,good,8,gas,223000.0,automatic,pickup,,1.0,2018-08-15,49
5199,2007.0,toyota camry,excellent,4,gas,114120.0,automatic,sedan,yellow,,2018-07-19,10
1800,2008.0,hyundai elantra,fair,4,gas,188000.0,automatic,sedan,blue,,2018-09-16,106
4600,2006.0,nissan murano,excellent,,gas,152000.0,automatic,SUV,,1.0,2019-04-01,57
4900,2015.0,nissan versa,excellent,4,gas,,automatic,hatchback,red,,2018-12-22,98
3100,2008.0,chevrolet impala,excellent,,gas,129000.0,automatic,sedan,grey,,2019-01-12,18
3100,,toyota 4runner,fair,6,gas,193521.0,automatic,SUV,white,,2018-07-10,42
28995,2006.0,ram 3500,good,6,gas,105532.0,other,truck,red,1.0,2019-02-03,90
23995,2011.0,ford f350,good,8,gas,190375.0,automatic,truck,white,1.0,2019-01-18,29
3900,1977.0,chevrolet suburban,fair,,gas,,automatic,SUV,custom,,2019-02-02,71
6995,2013.0,toyota prius,good,4,hybrid,150443.0,automatic,sedan,red,,2019-02-05,15
28000,2014.0,ford f350 super duty,excellent,8,gas,105000.0,automatic,truck,white,1.0,2019-02-06,68
